fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for . ,1
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0
"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection . ",1
"the screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children . ",0
the problem with all of this : it's not really funny . ,0
the sweetest thing leaves an awful sour taste . ,0
it's not as awful as some of the recent hollywood trip tripe . . . but it's far from a groundbreaking endeavor . ,0
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives . ",1
it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,1
"i'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r . nebrida or the gutless direction by laurice guillen . ",0
another useless recycling of a brutal mid-'70s american sports movie . ,0
it is quite a vision . ,1
"world traveler might not go anywhere new , or arrive anyplace special , but it's certainly an honest attempt to get at something . ",1
"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged . ",1
"what we have here isn't a disaster , exactly , but a very handsomely produced let-down . ",0
this is not a jackie chan movie . it's just a movie that happens to have jackie chan in it . and that makes all the difference . ,0
"an amateurish , quasi-improvised acting exercise shot on ugly digital video . ",0
"cho's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience . her delivery and timing are flawless . ",1
one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society . ,1
a behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that's made a difference to nyc inner-city youth . ,1
"the story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long . ",0
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . . . . designed to provide a mix of smiles and tears , "" crossroads "" instead provokes a handful of unintentional howlers and numerous yawns . ",0
the date movie that franz kafka would have made . ,1
"'charly' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy . . . ",1
" "" collateral damage "" goes by the numbers and reps decent action entertainment – until the silly showdown ending that forces the viewer to totally suspend disbelief",0
it says a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense . ,1
a deliciously nonsensical comedy about a city coming apart at its seams . ,1
"the whole thing's fairly lame , making it par for the course for disney sequels . ",0
"this rich , bittersweet israeli documentary , about the life of song-and-dance-man pasach'ke burstein and his family , transcends ethnic lines . ",1
rashomon-for-dipsticks tale . ,0
no surprises . ,0
"while there's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo's dumbed-down tactics ) , much ado about something is an amicable endeavor . ",0
do not see this film . ,0
"what a dumb , fun , curiously adolescent movie this is . ",1
"resident evil isn't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail . ",0
"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this . ",0
"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended . ",1
"lan yu is at times too restrained , yet there are moments it captures the erotics of intimacy in a way that makes most american love stories look downright unfree . ",1
jackie chan movies are a guilty pleasure - he's easy to like and always leaves us laughing . ,1
red dragon makes one appreciate silence of the lambs . ,1
disturbingly superficial in its approach to the material . ,0
too timid to bring a sense of closure to an ugly chapter of the twentieth century . ,0
"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately . ",0
"though everything might be literate and smart , it never took off and always seemed static . ",1
tv skit-com material fervently deposited on the big screen . ,0
"sometimes charming , sometimes infuriating , this argentinean 'dramedy' succeeds mainly on the shoulders of its actors . ",1
epps has neither the charisma nor the natural affability that has made tucker a star . ,0
polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ? ,1
a preposterously melodramatic paean to gang-member teens in brooklyn circa 1958 . ,0
"stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes . ",0
"it's endlessly inventive , consistently intelligent and sickeningly savage . ",1
the movie is like scorsese's mean streets redone by someone who ignored it in favor of old 'juvenile delinquent' paperbacks with titles like leather warriors and switchblade sexpot . ,0
it's a 100-year old mystery that is constantly being interrupted by elizabeth hurley in a bathing suit . ,0
nearly all the fundamentals you take for granted in most films are mishandled here . ,0
"occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao . ",1
gondry's direction is adequate . . . but what gives human nature its unique feel is kaufman's script . ,1
the best of the pierce brosnan james bond films to date . ,1
"the story is virtually impossible to follow here , but there's a certain style and wit to the dialogue . ",1
"the film is small in scope , yet perfectly formed . ",1
it wouldn't be my preferred way of spending 100 minutes or $7 . 00 . ,0
"it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . ",1
"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i ne",1
narc can only remind us of brilliant crime dramas without becoming one itself . ,0
what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature . ,0
"the so-inept- it's-surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks . ",0
"director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . ",0
wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . ,1
not even steven spielberg has dreamed up such blatant and sickening product placement in a movie . ,0
"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel . ",1
"be patient with the lovely hush ! and your reward will be a thoughtful , emotional movie experience . ",1
"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day . ",1
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,0
it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere . ,0
"by the end of it all i sort of loved the people onscreen , even though i could not stand them . perhaps the film should be seen as a conversation starter . it's not an easy one to review . ",0
an awful snooze . ,0
"steers , in his feature film debut , has created a brilliant motion picture . ",1
"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily . ",1
"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other . ",1
"what's so fun about this silly , outrageous , ingenious thriller is the director's talent . watching a brian depalma movie is like watching an alfred hitchcock movie after drinking twelve beers . ",1
"although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitter . ",1
"the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory . ",0
i suspect that there are more interesting ways of dealing with the subject . ,0
the story and characters are nowhere near gripping enough . ,0
"brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade . ",1
"the music makes a nice album , the food is enticing and italy beckons us all . ",1
the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea . ,0
"while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman's warmest . ",1
richly entertaining and suggestive of any number of metaphorical readings . ,1
those with an interest in new or singular sorts of film experiences will find what time is it there ? well worth the time . ,1
 . . . quite endearing . ,1
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman's posthumously published cult novel . ,1
"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker . it must be in the genes . ",1
"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate . ",0
"sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood . ",1
a very average science fiction film . ,0
one of the most exciting action films to come out of china in recent years . ,1
"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted . ",0
"a warm , funny , engaging film . ",1
the recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom . ,1
"the entire movie has a truncated feeling , but what's available is lovely and lovable . ",1
writer/ director m . night shyamalan's ability to pull together easily accessible stories that resonate with profundity is undeniable . ,1
slackers' jokey approach to college education is disappointingly simplistic -- the film's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by . ,0
"will probably stay in the shadow of its two older , more accessible qatsi siblings . ",0
"dense , exhilarating documentary . ",1
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic . ",1
wallace seems less like he's been burning to tell a war story than he's been itching to somehow tack one together,0
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc . ,0
"a recipe for cinematic disaster . . . part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it's all bad . ",0
[has] an immediacy and an intimacy that sucks you in and dares you not to believe it's all true . ,1
great character interaction . ,1
like a poor man's you can count on me,1
"the plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it's also too stupid to realize that they've already seen this exact same movie a hundred times",0
" . . . a joke at once flaky and resonant , lightweight and bizarrely original . ",1
its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition . ,1
"kinnear doesn't aim for our sympathy , but rather delivers a performance of striking skill and depth . ",1
[a] crushing disappointment . ,0
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,1
"warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . i loved this film . ",1
the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work . ,1
black-and-white and unrealistic . ,0
"it's hard to say who might enjoy this , are there tolstoy groupies out there ? it's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death",0
"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . ",1
cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression . ,1
"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes . ",0
"a vivid , sometimes surreal , glimpse into the mysteries of human behavior . ",1
"spielberg's realization of a near-future america is masterful . this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever . ",1
this low-rent -- and even lower-wit -- rip-off of the farrelly brothers' oeuvre gets way too mushy -- and in a relatively short amount of time . ,0
"it's a wonderful , sobering , heart-felt drama . ",1
"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life . ",0
"it's predictable , but it jumps through the expected hoops with style and even some depth . ",1
" . . . once the true impact of the day unfolds , the power of this movie is undeniable . ",1
it never fails to engage us . ,1
there has to be a few advantages to never growing old . like being able to hit on a 15-year old when you're over 100 . ,1
"where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . ",1
"to work , love stories require the full emotional involvement and support of a viewer . that is made almost impossible by events that set the plot in motion . ",0
"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . ",0
it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental . ,1
"beautifully shot , delicately scored and powered by a set of heartfelt performances , it's a lyrical endeavour . ",1
i'm not exactly sure what this movie thinks it is about . ,0
"it's funny , touching , dramatically forceful , and beautifully shot . ",1
"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight . ",0
"fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique . ",0
" . . . a gleefully grungy , hilariously wicked black comedy . . . ",1
it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch . ,0
"everything its title implies , a standard-issue crime drama spat out from the tinseltown assembly line . ",0
an eccentric little comic/thriller deeply in love with its own quirky personality . ,0
"the movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches isn't exactly endearing . ",0
has a long and clunky ending . . . which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience's awkward silence,0
"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive . ",0
the movie's vision of a white american zealously spreading a puritanical brand of christianity to south seas islanders is one only a true believer could relish . ,0
"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series . ",1
"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama . ",0
"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching . ",1
"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance . ",1
"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy . ",0
it's basically an overlong episode of tales from the crypt . ,0
" "" cremaster 3 "" should come with the warning "" for serious film buffs only ! "" ",1
a slow-moving police-procedural thriller that takes its title all too literally . ,0
you won't look at religious fanatics -- or backyard sheds -- the same way again . ,1
 . . . a preachy parable stylized with a touch of john woo bullet ballet . ,0
"the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there's not enough to the story to fill two hours . ",0
"the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much . ",0
"a movie you observe , rather than one you enter into . ",0
" "" the time machine "" is a movie that has no interest in itself . it doesn't believe in itself , it has no sense of humor…it's just plain bored . ",0
"cuts right through the b . s . giving a big middle-fingered "" shut up "" to those who talk up what is nothing more than two guys beating the hell outta one another . ",1
completely awful iranian drama . . . as much fun as a grouchy ayatollah in a cold mosque . ,0
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy . ,1
"y tu mamá también is hilariously , gloriously alive , and quite often hotter than georgia asphalt . ",1
eisenstein lacks considerable brio for a film about one of cinema's directorial giants . ,0
"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways . ",1
"bill morrison's decasia is uncompromising , difficult and unbearably beautiful . ",1
"an enjoyable film for the family , amusing and cute for both adults and kids . ",1
"the beautiful images and solemn words cannot disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice . ",0
"even with harris's strong effort , the script gives him little to effectively probe lear's soul-stripping breakdown . ",0
brosnan is more feral in this film than i've seen him before and halle berry does her best to keep up with him . ,1
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity . ",0
"an appalling 'ace ventura' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton . if any of them list this 'credit' on their resumes in the future , that'll be much funnier than anything in the film . . . ",0
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1
enough similarities to gymkata and howie long's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs . ,0
"for all its violence , the movie is remarkably dull with only caine making much of an impression . ",0
horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth . ,1
hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are . ,0
the comedy makes social commentary more palatable . ,1
we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed . ,1
"in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries . '",0
"if welles was unhappy at the prospect of the human race splitting in two , he probably wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way . ",0
"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad . ",1
a historical epic with the courage of its convictions about both scope and detail . ,1
earnest and tentative even when it aims to shock . ,0
"not really a thriller so much as a movie for teens to laugh , groan and hiss at . ",0
the troubling thing about clockstoppers is that it doesn't make any sense . ,0
"time literally stops on a dime in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't mean it still won't feel like the longest 90 minutes of your movie-going life . ",0
chokes on its own depiction of upper-crust decorum . ,0
forget about one oscar nomination for julianne moore this year - she should get all five . ,1
"myers never knows when to let a gag die ; thus , we're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another . ",0
"a big , loud , bang-the-drum bore . ",0
a generic bloodbath that often becomes laughably unbearable when it isn't merely offensive . ,0
 . . . silly humbuggery . . . ,0
another in-your-face wallow in the lower depths made by people who have never sung those blues . ,0
how about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ? ,0
has all the scenic appeal of a cesspool . ,0
"twohy's a good yarn-spinner , and ultimately the story compels . ",1
"sturdy , entertaining period drama . . . both caine and fraser have their moments . ",1
"creepy , authentic and dark . this disturbing bio-pic is hard to forget . ",1
the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated . ,0
'rare birds' tries to force its quirkiness upon the audience . ,0
"technically , the film is about as interesting as an insurance commercial . ",0
"if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful . ",1
"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten . ",1
rather less than the sum of its underventilated père-fils confrontations . ,0
"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning coen brothers envious . ",1
you'll end up moved . ,1
"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis . ",1
"lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery . ",1
"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces . ",0
"it's a nicely detailed world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests . ",1
"an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort . ",1
"most thrillers send audiences out talking about specific scary scenes or startling moments ; "" frailty "" leaves us with the terrifying message that the real horror may be waiting for us at home . ",1
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes",0
as lively an account as seinfeld is deadpan . ,1
labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . something for everyone . ,1
"while holm is terrific as both men and hjejle quite appealing , the film fails to make the most out of the intriguing premise . ",0
"a clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem . ",0
the level of acting elevates the material above pat inspirational status and gives it a sturdiness and solidity that we've long associated with washington the actor . ,1
"amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way . ",0
it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy . ,0
a close-to-solid espionage thriller with the misfortune of being released a few decades too late . ,0
"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder . ",1
"chilling in its objective portrait of dreary , lost twenty-first century america . ",1
"a miraculous movie , i'm going home is so slight , yet overflows with wisdom and emotion . ",1
"lan yu seems altogether too slight to be called any kind of masterpiece . it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it . ",1
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . ",1
"inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss . ",1
ryan gosling . . . is at 22 a powerful young actor . ,1
"sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' . ",1
"it's an unusual , thoughtful bio-drama with a rich subject and some fantastic moments and scenes . ",1
"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music . ",1
tres greek writer and star nia vardalos has crafted here a worldly-wise and very funny script . ,1
"offers very little genuine romance and even fewer laughs . . . a sad sitcom of a movie , largely devoid of charm . ",0
"this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under-12 audience is concerned . ",1
"replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing . ",0
"not everything works , but the average is higher than in mary and most other recent comedies . ",1
if only merchant paid more attention the story . ,0
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity . ,1
"if you ever wanted to be an astronaut , this is the ultimate movie experience - it's informative and breathtakingly spectacular . ",1
a small gem from belgium . ,1
"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out . ",1
the film is really not so much bad as bland . ,0
it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes . ,1
"the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain . ",0
a refreshing change from the usual whoopee-cushion effort aimed at the youth market . ,1
